ano;mes;ONI;FMA_PSN;Cerrado_PSN;Caatinga_PSN;FMA_Evap;Cerrado_Evap;Caatinga_Evap;FMA_PET;Cerrado_PET;Caatinga_PET;FMA_IDA;Cerrado_IDA;Caatinga_IDA;FMA_Temp;Cerrado_Temp;Caatinga_Temp;FMA_Precip;Cerrado_Precip;Caatinga_Precip;FMA_AreaQueimada;Cerrado_AreaQueimada;Caatinga_AreaQueimada
2005;10;-0,27;140,5711;29,4048;43,8972;95,829;34,1472;26,6454;235,1748;266,2548;261,3628;0,4075;0,1283;0,1019;32,0761;39,973;38,9052;33,433;26,0517;12,7598;26700,0;616025,0;162750,0
2005;11;-0,57;123,6843;84,9838;77,7395;107,7864;83,6452;63,5683;198,0951;188,0657;216,3626;0,5441;0,4448;0,2938;30,5493;34,9323;35,5334;164,6607;233,3523;106,2066;4775,0;60175,0;24650,0
2005;12;-0,82;137,5949;97,9149;109,8146;109,1663;90,83;88,7265;195,3954;161,8855;196,681;0,5587;0,5611;0,4511;29,2647;30,1937;31,6295;125,6806;264,6428;91,3591;975,0;8800,0;675,0
2006;1;-0,86;148,415;144,6456;105,7733;102,0154;98,8902;76,4847;214,896;200,8347;217,4675;0,4747;0,4924;0,3517;28,6348;30,4567;31,9693;61,9914;40,394;10,7549;2400,0;9650,0;3500,0
2006;2;-0,8;129,0758;115,1121;81,4492;102,1178;106,8342;66,9159;244,5318;199,8769;237,0995;0,4176;0,5345;0,2822;31,4541;30,6598;33,8705;34,7484;140,4288;80,4497;9650,0;1600,0;4050,0
2006;3;-0,63;105,4282;122,4905;104,5158;103,9622;112,6622;92,2543;201,5502;189,818;209,0015;0,5158;0,5935;0,4414;29,8646;28,8379;30,2744;207,6358;261,611;179,9092;1425,0;0,0;350,0
2006;4;-0,45;122,0868;124,6658;129,0389;115,3177;111,1976;114,9525;173,7956;171,4358;185,3167;0,6635;0,6486;0,6203;26,7498;27,6069;27,0978;151,9323;143,2609;133,9788;0,0;6700,0;0,0
2006;5;-0,19;143,2831;141,2273;144,2658;108,5501;93,6203;99,1102;158,5472;162,7474;172,6414;0,6847;0,5752;0,5741;25,8067;27,8304;27,3807;76,3485;34,5071;31,8839;0,0;8675,0;525,0
2006;6;-0,05;132,6416;146,7362;131,6658;92,8424;75,9915;69,988;132,688;160,3533;159,3316;0,6997;0,4739;0,4393;23,5036;27,2423;26,4226;166,0134;1,7772;42,1423;0,0;12500,0;625,0
2006;7;0,12;152,9707;111,4647;113,4803;91,374;52,0647;53,6627;145,8917;178,8833;170,7862;0,6263;0,2911;0,3142;24,3641;29,4178;27,7782;64,354;0,137;22,747;1175,0;41425,0;2125,0
2006;8;0,33;157,5334;83,8739;87,2618;92,5273;38,8772;40,04;173,5913;224,1357;207,405;0,533;0,1735;0,1931;26,297;33,3399;31,3454;57,4761;1,4837;11,9842;2475,0;169025,0;9950,0
2006;9;0,54;155,279;66,2888;70,9427;100,8844;43,4042;36,9959;199,5712;232,7207;234,0989;0,5055;0,1865;0,158;27,9969;36,4722;34,7344;74,2643;30,0487;23,1519;900,0;214375,0;14975,0
2006;10;0,71;140,8572;88,2772;73,292;114,4803;75,2016;54,0305;203,9935;208,9248;228,1364;0,5612;0,3599;0,2368;29,8421;34,3674;36,3961;137,8428;186,0956;98,9173;100,0;32725,0;20775,0
2006;11;0,88;156,3007;126,8309;112,408;128,4257;99,1388;96,2501;217,6196;219,0393;229,9697;0,5901;0,4526;0,4185;27,9208;33,1714;31,612;209,6118;194,0057;132,4358;175,0;6850,0;7650,0
2006;12;0,88;138,3493;108,2213;91,4062;116,3765;87,9897;79,0168;202,0629;203,2697;216,0322;0,5759;0,4329;0,3658;29,6063;31,4529;33,0489;107,1286;150,1395;50,0266;1525,0;36425,0;19000,0
2007;1;0,62;138,4285;100,8879;69,6208;110,5709;90,3336;61,9272;213,1987;206,3234;224,3309;0,5186;0,4378;0,2761;29,777;31,0713;33,7913;59,022;140,68;43,2652;2650,0;14350,0;10050,0
2007;2;0,19;124,5262;118,8389;86,028;110,8361;107,9109;79,7785;209,0768;192,3254;212,9239;0,5301;0,5611;0,3747;29,4402;29,5508;30,9326;264,1591;271,658;273,8658;75,0;3325,0;250,0
2007;3;-0,12;179,1294;156,4409;146,371;130,5861;115,1465;110,5442;233,4572;227,4064;232,7639;0,5594;0,5063;0,4749;26,9834;29,6053;28,058;88,0456;42,916;40,0509;50,0;15525,0;1325,0
2007;4;-0,32;128,1774;106,4966;89,0125;115,8412;76,5558;77,6268;192,2731;208,8987;204,8893;0,6025;0,3665;0,3789;27,2297;30,6129;29,9652;141,5908;47,6219;52,1773;0,0;20250,0;250,0
2007;5;-0,34;137,1144;96,2605;95,1666;106,8445;54,5797;59,5428;163,1877;200,3013;190,3766;0,6547;0,2725;0,3128;26,1298;31,0253;30,1928;87,9979;5,6813;24,457;500,0;34150,0;1425,0
2007;6;-0,41;127,1261;80,9264;88,073;86,5026;36,8417;42,0715;142,2098;188,819;172,5961;0,6083;0,1951;0,2438;24,7366;29,9421;28,5972;57,0649;0,5239;19,1684;2125,0;63625,0;2275,0
2007;7;-0,49;128,3708;64,4561;78,0823;79,1056;28,8422;35,3531;146,7535;200,4169;181,2584;0,539;0,1439;0,195;24,6128;31,5399;29,144;64,801;0,192;17,5321;2425,0;224225,0;4975,0
2007;8;-0,77;139,1782;59,6782;76,883;81,8091;25,0627;32,2557;169,4;232,4422;207,3882;0,4829;0,1078;0,1555;25,1756;33,9098;30,7508;68,2796;0,3529;16,3354;900,0;689975,0;32175,0
2007;9;-1,05;146,7638;31,2288;60,9181;87,825;20,154;27,8501;195,323;263,5851;234,6676;0,4496;0,0765;0,1187;26,9655;38,1928;34,4199;69,9058;1,3139;15,0041;4725,0;1146050,0;171200,0
2007;10;-1,38;132,6525;3,0374;34,6937;90,5087;14,8862;21,1299;233,2854;281,9495;262,8971;0,388;0,0528;0,0804;31,9331;41,3878;39,3207;53,8103;23,5117;9,0619;59250,0;599125,0;177900,0
2007;11;-1,57;118,7555;42,5335;51,0423;92,8723;45,9951;39,6865;213,4102;228,2957;232,4515;0,4352;0,2015;0,1707;32,2175;37,5932;38,4882;128,761;162,5282;87,9059;31900,0;185575,0;162500,0
2007;12;-1,72;145,3375;100,255;98,7728;99,9291;72,3004;69,0238;210,3178;196,34;215,7118;0,4751;0,3682;0,32;30,0482;35,3866;33,4774;116,03;139,0119;80,1946;2250,0;22700,0;7425,0
2008;1;-1,76;139,7908;100,0337;84,3396;100,9589;71,2864;64,3738;207,3962;190,8951;210,3289;0,4868;0,3734;0,3061;30,0029;34,3974;33,863;84,55;137,2004;69,7515;4050,0;5100,0;11500,0
2008;2;-1,61;142,4223;119,5116;97,4223;112,3508;103,2056;76,4301;231,2121;196,3617;231,9401;0,4859;0,5256;0,3295;30,4551;30,9499;33,3454;119,1791;183,7859;120,1216;575,0;3900,0;850,0
2008;3;-1,37;127,3072;128,4399;123,1815;117,7983;114,1034;100,3356;214,2749;183,7171;209,0774;0,5498;0,6211;0,4799;29,4386;28,7898;30,2978;135,0405;202,7462;141,3907;275,0;5500,0;750,0
2008;4;-1,05;131,2094;131,831;139,2445;116,5341;106,7008;112,6771;200,0447;190,233;201,4763;0,5825;0,5609;0,5593;28,2442;28,5159;28,2012;60,6735;113,8867;90,8992;100,0;22575,0;1600,0
2008;5;-0,85;121,1146;125,177;125,7519;93,6742;76,6241;81,1131;159,4044;171,962;171,7712;0,5877;0,4456;0,4722;26,696;29,2392;28,4324;54,3383;8,1082;27,3502;2225,0;9250,0;350,0
