year,month,ONI,ENSO_phase,PSN_MA,EV_MA,PET_MA,WAI_MA,PRE_MA,TST_MA,BURN_MA,PSN_CE,EV_CE,PET_CE,WAI_CE,PRE_CE,TST_CE,BURN_CE,PSN_CA,EV_CA,PET_CA,WAI_CA,PRE_CA,TST_CA,BURN_CA
2020,8,-0.4300,Neutral,160.7843,101.8861,170.8631,0.5963,53.5042,24.4373,1200,100.5695,46.1568,212.6598,0.2170,1.0384,33.6396,47600,94.5368,46.6268,204.2588,0.2283,19.4713,30.2418,4525
2020,9,-0.7700,La Niña,163.4459,99.9701,211.8126,0.4720,28.3416,28.3701,1975,56.4126,33.2589,252.1245,0.1319,4.1792,38.9926,118425,66.4375,34.4284,241.6821,0.1425,11.9175,35.1415,39575
2020,10,-1.0000,La Niña,113.7231,106.1791,195.1021,0.5442,110.9577,30.4008,8050,59.0083,60.8918,197.7326,0.3080,98.2948,39.7573,423100,49.1932,45.9234,226.4545,0.2028,64.6789,38.4284,123500
2020,11,-1.1100,La Niña,158.9291,127.3553,226.4603,0.5624,143.5260,28.8086,0,119.4836,99.7203,214.9076,0.4640,184.8478,33.6530,33700,115.2409,100.4932,231.9175,0.4333,161.6389,30.9398,150
2020,12,-1.0600,La Niña,160.2926,121.0091,234.1872,0.5167,24.4117,29.5635,275,118.3799,95.6047,221.9091,0.4308,102.8460,34.2283,10450,91.7802,85.3593,236.7550,0.3605,15.2766,32.5865,4250
2021,1,-0.9900,La Niña,143.7253,103.5387,224.6370,0.4609,53.4475,29.6128,1325,129.5735,103.3085,222.2070,0.4649,118.2898,31.8383,2925,75.4736,69.2335,228.8373,0.3025,50.5572,32.8956,5500
2021,2,-0.8500,La Niña,122.0704,105.3506,212.0784,0.4968,78.3479,29.9363,1350,127.3835,113.7485,201.5446,0.5644,249.5516,29.8852,6700,86.4771,78.3583,218.2045,0.3591,116.3057,32.5720,250
2021,3,-0.7400,La Niña,130.9141,108.4047,231.6974,0.4679,26.4486,30.6918,6725,131.3536,105.4638,215.4323,0.4895,57.0582,29.9928,28375,94.4134,77.3637,239.4985,0.3230,18.6199,32.4448,3750
2021,4,-0.5600,La Niña,116.2416,102.8300,186.9418,0.5501,108.9475,29.6059,2825,105.6911,89.0662,186.6316,0.4772,129.1754,30.5203,15850,85.7869,68.4636,198.1459,0.3455,98.4167,31.6728,1300
2021,5,-0.4000,Neutral,121.9457,98.6442,162.5002,0.6070,27.1104,26.9420,2400,110.7702,66.4930,182.3730,0.3646,0.8986,30.0625,7400,92.6354,61.5861,184.9377,0.3330,14.8572,29.9117,3800
2021,6,-0.3100,Neutral,116.5210,82.7885,143.3250,0.5776,43.7192,24.5776,1425,92.4194,47.3900,179.1035,0.2646,1.3549,30.1110,15625,78.3024,40.8817,175.9965,0.2323,12.5886,29.4558,3675
2021,7,-0.3500,Neutral,120.9511,77.0612,144.5529,0.5331,57.0022,25.9046,2225,79.0526,33.3662,196.4810,0.1698,0.6984,31.1998,25750,76.6207,36.0781,183.9987,0.1961,28.4764,29.9948,8975
2021,8,-0.4600,Neutral,132.0246,79.9077,167.8834,0.4760,42.7344,25.6444,875,63.4821,28.2425,222.9235,0.1267,1.2133,34.5030,163175,72.9987,32.5590,210.0499,0.1550,16.0380,32.0849,24900
2021,9,-0.6400,La Niña,127.3496,88.4653,213.0390,0.4153,32.5672,30.6773,7200,6.9140,15.9752,262.5397,0.0608,4.1192,40.7382,741000,42.4019,23.9440,246.6504,0.0971,3.1363,37.5579,223350
2021,10,-0.7700,La Niña,111.4732,96.8221,201.3508,0.4809,90.3669,30.3120,11325,46.8447,46.0221,214.5536,0.2145,96.5092,38.8749,283550,44.8707,38.6939,226.2289,0.1710,71.8032,38.3254,238025
2021,11,-0.9100,La Niña,139.1046,125.8333,206.4592,0.6095,185.2916,28.7671,475,112.4123,104.5195,193.8349,0.5392,226.6870,33.1292,5275,111.2840,98.1988,219.6230,0.4471,168.0466,31.7556,200
2021,12,-0.8300,La Niña,123.3948,118.1455,180.1444,0.6558,386.0143,27.6434,0,99.2030,101.5012,155.1941,0.6540,426.7546,29.1029,0,107.7479,99.0133,183.8738,0.5385,291.3157,29.6290,0
2022,1,-0.7600,La Niña,151.1328,114.4473,204.8164,0.5588,91.0464,28.3674,0,134.7881,114.7998,174.8332,0.6566,206.0885,28.2083,1550,142.1538,110.0323,204.6756,0.5376,108.7796,28.4126,675
2022,2,-0.6800,La Niña,146.2795,120.1200,216.0202,0.5561,61.4430,29.1090,100,146.2090,125.9784,199.6266,0.6311,157.9377,28.5695,20850,135.8298,110.5182,222.2778,0.4972,61.4947,29.0485,1200
2022,3,-0.7700,La Niña,159.4006,124.3349,222.1511,0.5597,99.5318,27.1420,0,167.3664,129.8125,216.9268,0.5984,68.3965,30.4321,33050,138.3641,101.4641,227.2333,0.4465,62.6648,28.8776,925
2022,4,-0.8600,La Niña,135.4910,114.8382,197.6644,0.5810,106.3539,27.7022,1975,144.0779,102.4785,208.6056,0.4913,48.2092,31.2699,13875,107.1788,78.4097,213.8607,0.3666,57.7407,30.2616,2500
2022,5,-0.8300,La Niña,131.7111,102.7227,162.2834,0.6330,44.6947,25.5860,2625,125.4630,70.9985,180.5089,0.3933,3.7294,29.8757,10950,94.7500,57.7655,181.5166,0.3182,15.5536,29.0113,800
2022,6,-0.7300,La Niña,131.5401,89.8218,148.8116,0.6036,22.2720,24.8622,1275,100.2860,48.4677,175.5820,0.2760,0.2651,29.8696,13100,85.8919,43.2092,175.6905,0.2459,15.9237,28.4035,1925
2022,7,-0.7000,La Niña,130.4395,81.0517,148.6791,0.5451,65.1658,23.8658,300,89.1673,38.5099,191.6562,0.2009,1.0983,30.1586,29475,80.9318,35.1849,183.4650,0.1918,29.4536,28.1600,3550
2022,8,-0.7800,La Niña,134.0317,81.7841,166.2832,0.4918,43.2348,25.5611,1525,70.7497,29.2404,223.4133,0.1309,0.3431,33.5324,74600,72.9901,31.2517,210.9775,0.1481,18.0066,30.7933,28450
2022,9,-0.8700,La Niña,138.0261,92.3055,205.4075,0.4494,35.5644,29.0650,875,34.5768,26.0368,247.4626,0.1052,22.0176,38.4380,201750,52.8752,27.9700,244.3134,0.1145,9.2896,35.9679,52975
2022,10,-0.8900,La Niña,132.0442,95.2811,212.5949,0.4482,49.8923,28.7749,1025,51.0076,44.6716,228.6782,0.1953,40.0382,35.5504,293375,55.3192,36.9364,232.4202,0.1589,23.0186,37.1072,125725
2022,11,-0.8200,La Niña,112.1597,108.4415,175.1424,0.6192,252.6554,28.3527,225,101.9811,99.8417,166.3469,0.6002,308.8036,30.8322,11475,108.3184,92.6661,194.7479,0.4758,231.7824,30.1072,0
2022,12,-0.7000,La Niña,125.1141,109.4292,173.2742,0.6315,257.8547,27.6883,100,110.5428,104.6454,161.1767,0.6493,245.5946,29.7678,4050,126.3582,103.8672,193.9561,0.5355,189.0139,28.5921,600
2023,1,-0.5500,La Niña,159.6314,122.7509,201.9253,0.6079,88.0813,27.3623,100,140.8879,117.2748,185.6843,0.6316,203.7327,28.7090,6525,140.7608,106.3529,210.3156,0.5057,91.9237,28.2352,1750
2023,2,-0.3300,Neutral,175.9883,125.6731,237.8721,0.5283,42.3460,28.4133,675,179.1981,136.9073,228.9148,0.5981,39.8690,29.5012,14275,137.1435,102.3110,247.0045,0.4142,25.4505,30.0305,325
2023,3,-0.1100,Neutral,162.2011,117.0984,229.6951,0.5098,66.3180,27.3224,125,140.5427,117.3411,198.8415,0.5901,118.3996,30.0159,18050,110.6402,81.0754,229.0247,0.3540,68.3474,30.3314,1000
2023,4,0.1900,Neutral,129.2168,114.7308,195.6199,0.5865,120.8549,27.5728,675,136.6678,101.0440,196.3873,0.5145,62.9802,30.1957,9125,102.5632,76.3607,210.8876,0.3621,41.2318,29.9888,1125
2023,5,0.4600,Neutral,131.9808,104.0803,161.8748,0.6430,67.7027,24.7724,925,136.5213,88.7802,179.1410,0.4956,20.6235,28.9246,15600,100.8068,66.5668,178.0639,0.3738,51.8771,28.0136,1525
2023,6,0.7300,El Niño,134.9036,93.9908,146.0301,0.6436,51.7528,23.8514,1675,115.6054,62.6494,172.3263,0.3636,0.9610,28.9298,17000,92.0555,48.3316,171.3387,0.2821,22.4815,27.7558,1550
2023,7,1.0000,El Niño,132.1512,86.4808,147.8307,0.5850,49.9128,23.9738,400,89.1850,40.9886,189.4176,0.2164,1.1156,30.1030,20550,78.2411,36.5250,183.7009,0.1988,15.5573,28.7935,10675
2023,8,1.2500,El Niño,136.9226,88.0487,176.7802,0.4981,38.2334,26.2186,1625,62.0203,30.7582,218.3860,0.1408,16.4325,33.4360,66125,58.8290,27.5010,215.6897,0.1275,14.1969,31.9381,6200
2023,9,1.5000,El Niño,142.1113,92.8065,210.9534,0.4399,27.4001,28.1773,1725,33.3810,27.4977,252.3079,0.1090,10.5787,37.8655,159200,42.4103,24.0841,248.0280,0.0971,10.8124,35.6051,59775
2023,10,1.7400,El Niño,119.6809,87.9519,226.6746,0.3880,23.2603,31.8641,7150,38.8737,39.7086,242.7275,0.1636,34.2868,38.7774,227175,34.8890,24.1654,256.7722,0.0941,7.6566,37.7768,118350
2023,11,1.9000,El Niño,113.2444,86.4963,250.1933,0.3457,15.3486,33.8259,39275,38.7775,41.8953,265.3821,0.1579,63.1480,37.6915,31450,28.4703,29.9254,264.8006,0.1130,37.0456,38.1635,24100
2023,12,1.9900,El Niño,90.8254,78.6463,217.1317,0.3622,85.7138,32.8790,16775,40.7580,46.3767,221.4696,0.2094,94.1158,35.6335,18825,32.8023,31.7306,222.0613,0.1429,55.9401,36.2147,15925
2024,1,1.8400,El Niño,91.1168,90.5586,205.5047,0.4407,273.6038,30.6851,3725,96.8224,91.2835,192.0975,0.4752,272.0337,31.9217,6900,73.8420,65.5133,210.2518,0.3116,225.8716,33.1115,1875
2024,2,1.5300,El Niño,130.7425,117.0616,207.5999,0.5639,177.7887,27.7850,0,130.8513,118.0541,199.3592,0.5922,200.2543,27.9214,10450,121.7954,102.3041,215.2568,0.4753,162.1859,28.5250,50
2024,3,1.1800,El Niño,132.1963,123.8018,235.8650,0.5249,69.6629,28.3482,0,140.0120,116.4082,232.8266,0.5000,97.4008,29.5964,46200,125.0176,113.7391,243.8622,0.4664,46.0212,28.8499,5000
2024,4,0.7700,El Niño,136.5176,122.5515,200.0542,0.6126,142.2440,26.3951,0,130.1207,104.1081,205.7343,0.5060,89.9142,29.2096,14825,115.8023,103.0055,210.7177,0.4888,83.6508,27.6384,200
2024,5,0.4300,Neutral,131.2950,108.8932,175.2921,0.6212,48.6356,25.9982,0,105.0346,69.6544,193.8739,0.3593,2.0889,29.5331,7775,108.9349,74.3615,189.3161,0.3928,22.5076,27.7851,525
2024,6,0.1800,Neutral,132.6019,96.7646,150.3128,0.6438,86.5150,23.7557,550,89.2582,44.1601,183.8388,0.2402,3.8901,28.2009,9575,96.3152,51.7149,173.3166,0.2984,35.8393,26.3553,3900
2024,7,0.0600,Neutral,130.6866,82.3295,150.9018,0.5456,34.6308,23.6465,600,79.3255,32.0156,196.4249,0.1630,0.6758,28.7416,14200,90.4490,37.7941,183.2316,0.2063,15.0394,26.4129,4400
2024,8,-0.0400,Neutral,144.8861,89.6206,175.5784,0.5104,45.9278,24.8303,1550,48.2179,23.1336,228.7685,0.1011,1.6479,32.3251,98175,70.6383,30.3009,212.2694,0.1427,16.8086,29.5603,16075
2024,9,-0.1200,Neutral,142.8133,87.7044,211.5537,0.4146,18.9709,27.2700,1700,20.0658,16.4084,256.7140,0.0639,0.5446,36.3239,415250,57.0734,24.8506,245.4520,0.1012,2.8441,32.6424,21500
2024,10,-0.1900,Neutral,117.9204,89.8158,215.4577,0.4169,46.3587,29.9619,1750,30.5643,32.2698,228.8901,0.1410,118.4648,35.7976,252550,41.3372,31.8823,248.2231,0.1284,42.1722,35.3626,28000
2024,11,-0.2900,Neutral,134.9953,105.8382,228.2082,0.4638,144.7655,29.0111,1025,94.9361,83.4999,219.4646,0.3805,206.1344,31.9762,53125,71.1503,66.8253,238.0600,0.2807,102.6643,32.7289,2475
2024,12,-0.4300,Neutral,120.8973,98.5217,226.0377,0.4359,27.8037,28.9876,4175,83.2495,85.0017,202.1269,0.4205,120.6283,30.6188,2050,57.8838,61.3628,231.7359,0.2648,30.5499,32.6396,9600
2025,1,-0.4600,Neutral,116.5939,101.2296,202.4796,0.4999,114.8697,28.3637,850,113.1227,102.0424,192.8818,0.5290,216.5941,27.9251,3625,82.6815,69.8028,211.8512,0.3295,131.9072,29.6499,450
2025,2,-0.2200,Neutral,162.5584,108.0214,244.0271,0.4427,51.4994,26.5991,0,138.6054,106.7813,230.0279,0.4642,57.5989,27.6365,10400,111.0613,85.5591,246.8461,0.3466,24.3758,28.4504,100
2025,3,-0.0800,Neutral,139.0962,105.3423,230.9426,0.4561,51.6546,26.3057,0,78.5307,68.0898,233.0912,0.2921,69.2327,29.3642,18400,69.7134,55.7865,242.0113,0.2305,20.3321,29.7880,2025
2025,4,0.0200,Neutral,113.4156,101.9140,197.4758,0.5161,86.2296,26.4468,0,90.1775,77.3947,208.0822,0.3719,72.2860,28.1957,2625,68.4308,57.1771,217.8298,0.2625,56.6659,30.3743,225
2025,5,-0.0400,Neutral,142.6149,104.0607,160.6404,0.6478,127.9292,23.6382,1975,117.6235,68.4502,186.9037,0.3662,25.3051,26.3517,14750,107.1164,60.4812,182.2066,0.3319,80.2584,26.6377,1075
2025,6,-0.0200,Neutral,143.5284,89.6347,143.9232,0.6228,40.7939,22.5139,1350,84.7022,38.7588,184.7737,0.2098,0.7070,26.2287,17800,89.0810,39.7323,173.1551,0.2295,23.4950,25.7821,2075
2025,7,-0.1100,Neutral,153.7669,87.1631,144.2506,0.6042,37.7792,22.0856,3000,79.4404,27.2678,195.9982,0.1391,0.6790,27.1017,39725,87.3908,33.1813,179.3899,0.1850,14.2213,25.8838,4625
2025,8,-0.2600,Neutral,150.5593,80.9974,171.5607,0.4721,32.4958,22.7813,825,50.3767,20.8007,231.2444,0.0900,2.3065,29.3503,114375,70.8081,25.9622,212.3732,0.1222,13.7302,27.6707,25375
2025,9,-0.4300,Neutral,150.3856,79.0542,207.2800,0.3814,33.4725,25.1683,2725,19.3704,15.7058,263.2997,0.0597,4.0557,33.5595,330000,54.9840,21.0891,246.1377,0.0857,10.4799,30.8077,69175
